user,history_item_id,history_rating,item_id,rating
60114,"[111561, 111558, 287, 111563, 111572, 27402, 21673, 111571, 111560, 5067]","[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",111568,0
188287,"[127585, 60009, 200734, 1721]","[1, 1, 1, 1]",139170,1
170693,"[368, 37903, 15082, 19925, 26006, 17682, 10928, 47576, 14450, 10073]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",6661,0
244293,"[161453, 1020, 67]","[1, 0, 1]",30474,1
187110,"[147193, 11932, 407]","[1, 1, 0]",158180,1
138115,"[84728, 6980, 9212, 15301, 18841, 39634, 1496, 518, 32243]","[1, 0, 0, 0, 0, 1, 0, 1, 0]",38074,0
272001,"[11357, 23641, 581]","[1, 0, 0]",17436,0
53300,"[25174, 73620, 3238, 103546, 103541, 62514, 31076, 103540, 103555, 103542]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",103539,0
242824,"[270138, 56691, 13752, 78164, 130596, 60219, 7782, 23583, 81850, 36051]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2676,0
192155,"[115323, 23666, 16776, 13397, 7152]","[1, 0, 0, 1, 0]",115321,1
204959,"[143695, 143694, 89657, 143692, 99260, 143696, 83166, 87752, 143690, 143693]","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1]",143691,1
93639,"[26194, 6419, 9525, 1119, 61501]","[0, 0, 1, 1, 1]",45033,0
80806,"[167495, 7324, 167503, 167493, 12567, 51462, 94568, 10511]","[0, 0, 1, 0, 0, 0, 1, 1]",167497,0
68708,"[130380, 54932, 12127]","[0, 1, 0]",145372,0
13973,"[14652, 5070, 4824, 244, 14655, 14653, 10615, 485, 6926, 3410]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 0]",14654,0
270638,"[95905, 6736, 2099, 14799, 16912, 95906, 27995, 65849, 28630]","[1, 0, 1, 0, 0, 1, 0, 0, 0]",95907,0
278771,"[2232, 48492, 30164, 15235, 15587, 36562, 248638, 83499, 52828, 36561]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8792,0
151483,"[9168, 8464, 10831, 33387, 14689, 56328, 102433, 168055, 12127, 23223]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",12087,1
95448,"[7888, 95388, 181267, 1051, 7736, 37557, 181257, 153570, 137595, 181259]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",181263,0
246164,"[225284, 225286, 12452, 10642, 22006, 47831]","[0, 1, 0, 0, 0, 1]",3287,0
124259,"[35502, 51456, 19759, 14175, 18, 7851, 2885, 46707, 57724, 61711]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14743,0
141235,"[127650, 2812, 28306, 2342]","[0, 1, 1, 0]",29580,1
180297,"[33656, 5, 164062, 11280, 4717, 6886, 4777, 4036]","[0, 0, 0, 1, 0, 1, 1, 0]",132225,0
22088,"[1129, 12132, 953, 35432, 39364, 39365, 26611]","[1, 0, 0, 0, 0, 0, 0]",4578,0
2906,"[3526, 3527, 3523, 3524, 3519, 3522, 3521, 3525]","[0, 0, 1, 1, 0, 0, 0, 0]",3520,0
111310,"[126727, 482, 1299, 31415, 149572, 26114, 31866, 149576, 8869, 23702]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",149571,0
238568,"[14927, 7546, 118930, 5371, 5248, 3783, 1818, 8688]","[1, 0, 1, 1, 1, 1, 1, 0]",41707,0
202514,"[33855, 4056, 9284, 303]","[1, 1, 1, 0]",26912,0
51803,"[4780, 27766, 99185, 10646, 99183, 2251, 29990, 70164, 99186, 12662]","[0, 1, 0, 1, 0, 1, 0, 1, 1, 0]",6317,0
50015,"[70019, 96647, 29803]","[1, 1, 1]",96648,1
74743,"[2809, 106523, 2128, 6620, 55825, 1496, 10235, 13182, 103140, 5432]","[0, 0, 1, 0, 1, 0, 0, 1, 1, 1]",3839,0
209174,"[1802, 4155, 3979, 1078, 8967, 146934, 9294, 204619, 19754, 707]","[0, 0, 1, 1, 1, 0, 0, 1, 1, 1]",16943,0
115138,"[5235, 3269, 9390]","[1, 0, 0]",1488,0
63228,"[116523, 116518, 100488, 116534, 116535, 116516, 116536]","[0, 1, 0, 0, 0, 0, 0]",11736,0
220301,"[200314, 77481, 3442, 3290, 22605, 47529]","[0, 0, 0, 0, 1, 0]",22419,0
243584,"[850, 28939, 270381, 1854, 585, 7618, 18720, 1202, 7806, 70868]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 0]",93058,0
258151,"[2442, 2784, 37920, 1463, 3426, 64054, 9221, 7670, 10831, 58358]","[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]",92310,1
63967,"[118866, 8228, 9573]","[1, 1, 1]",20934,1
127424,"[216456, 44034, 2882]","[1, 0, 0]",216459,0
34152,"[65805, 65827, 194, 65800, 65811, 13796, 65808, 65815, 50650, 3037]","[0, 0, 1, 0, 1, 1, 0, 1, 1, 0]",65818,1
102844,"[62736, 37223, 132259, 2630, 108628, 132273, 132261, 132266, 7579, 132269]","[1, 1, 1, 1, 0, 0, 0, 0, 1, 0]",85702,1
187844,"[10145, 150124, 5042, 4413, 150127, 35018, 3032, 7268, 150134, 150143]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",150125,0
256214,"[10859, 209856, 21059, 208963, 238449, 89993, 64216]","[0, 0, 0, 0, 0, 0, 0]",881,0
250300,"[232867, 26605, 18507, 232848, 91568, 6837, 17421, 8767, 20965, 2290]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]",20537,1
8362,"[21376, 21364, 9534, 786, 21380, 9522, 21358, 21369, 9519, 1861]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",10850,0
194803,"[25745, 116881, 116918, 116922, 24156, 24138, 24179, 116924, 116875, 116897]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",3598,0
139037,"[56662, 4155, 10528, 677, 3840]","[0, 1, 0, 1, 1]",35704,1
47819,"[44034, 92721, 92700, 92714, 92698, 3088, 35006, 92716, 14477, 92699]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",78746,0
117548,"[78020, 14395, 59616, 59614, 37043, 121813, 86788, 120525, 205, 13517]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",22035,1
26910,"[8654, 642, 1525, 118]","[0, 1, 1, 1]",3726,1
68387,"[144607, 144618, 144623, 144612, 144609, 144622, 144620, 64156, 144614, 144615]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0]",144625,0
120917,"[105267, 33981, 38973, 19757, 41129]","[1, 1, 1, 0, 1]",145956,1
196317,"[6529, 1005, 12835, 231, 12952, 479, 1020, 38, 110051, 4251]","[1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",4104,1
237257,"[219556, 163449, 40976, 160552, 110558, 219558, 1130, 28867, 219559]","[1, 1, 0, 1, 0, 1, 0, 0, 0]",219557,1
87612,"[117513, 22671, 22672]","[0, 1, 0]",54753,1
126473,"[9490, 9972, 4081, 109995, 28516, 213018, 213020, 213024, 1130, 10180]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28272,0
72950,"[9005, 4824, 2001, 10615, 3747]","[0, 0, 0, 1, 0]",61617,1
253678,"[237551, 41221, 3638]","[1, 0, 1]",45418,0
103685,"[130142, 6877, 6698]","[0, 0, 0]",49443,0
207683,"[32758, 5834, 8027]","[1, 1, 1]",15684,1
38376,"[76802, 76799, 76, 4757, 76804, 76800]","[0, 0, 1, 1, 1, 1]",76801,0
22317,"[39506, 19401, 38272]","[1, 1, 1]",28630,1
263104,"[56228, 35803, 8583, 84453, 84452, 76614, 81092]","[0, 1, 0, 0, 1, 0, 0]",305,0
235888,"[135382, 94228, 74380, 15239, 190839, 16821, 13095, 4297, 1106, 77753]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",57867,1
111222,"[149473, 149483, 5549]","[0, 0, 0]",149469,0
114700,"[145273, 148084, 59673, 101974, 155698, 39523, 97895, 99872, 155684, 3760]","[1, 0, 1, 0, 0, 1, 1, 1, 1, 0]",155682,1
72379,"[19455, 2001, 10787, 8415, 7337, 244, 482, 15697, 2864, 24346]","[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]",29034,1
3538,"[4167, 244032, 244027, 4168, 208507, 244040, 132451, 131890, 8170, 4166]","[1, 0, 1, 1, 1, 0, 1, 0, 0, 0]",74409,1
220867,"[79370, 89357, 89092, 26413, 81467, 32730, 93291, 237237, 51685, 237264]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",237255,0
273465,"[35431, 42010, 45766, 24571, 80560, 17185, 2391, 51097, 51099, 1284]","[0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",51101,0
160509,"[25406, 37, 670, 748]","[1, 1, 0, 0]",2864,1
240035,"[57206, 12421, 10480, 3668, 3476, 1194, 4479, 8560, 79747, 16080]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4372,0
275659,"[10250, 11461, 5537, 68992, 68994, 68991, 68993]","[1, 0, 0, 1, 0, 1, 0]",26,0
211949,"[208884, 52857, 37237]","[1, 1, 1]",259629,1
65190,"[132004, 356, 3547]","[1, 0, 0]",108667,1
228455,"[22697, 263812, 52100, 74215, 67271, 17415, 105870, 3425, 120622, 7499]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5447,1
30598,"[58029, 58028, 2351, 4123, 19146, 58027]","[1, 0, 1, 1, 0, 1]",3842,0
85833,"[4179, 75948, 20956, 22616, 28010, 5720, 11990, 12452, 87861, 1012]","[1, 0, 1, 0, 0, 1, 0, 0, 1, 1]",3737,0
104759,"[167500, 167506, 19546, 111284, 167509, 3200, 3327, 167507, 90, 7851]","[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",167502,1
95628,"[39367, 13646, 4822, 20062, 8366]","[0, 0, 1, 1, 0]",14804,0
55655,"[94, 7731, 1078, 1644, 5864, 303, 2643]","[0, 1, 1, 0, 0, 0, 0]",55823,1
82844,"[171388, 76433, 49305]","[1, 0, 1]",91552,0
78506,"[81955, 5777, 95941, 95945, 65069, 89928, 95930, 29250]","[0, 0, 0, 0, 0, 0, 0, 0]",95936,0
189403,"[128279, 3290, 403, 7042, 4469, 14205, 4081, 149089, 7374, 22697]","[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]",127825,0
107697,"[135720, 45414, 77356, 2190, 135717]","[0, 1, 0, 0, 0]",135722,0
223503,"[194247, 194291, 40087, 194350, 194401, 194414, 194396, 194311, 194406, 194391]","[1, 0, 0, 1, 0, 0, 1, 1, 1, 0]",194411,1
166432,"[252671, 21453, 6251]","[0, 0, 1]",71800,0
187245,"[41464, 15599, 10439, 54, 2767]","[1, 0, 1, 1, 1]",39358,1
172944,"[255941, 20170, 31739, 9896, 128018]","[0, 0, 0, 0, 0]",255942,0
52313,"[101317, 10741, 10742, 19650, 72135, 2075, 397, 3839, 101290, 6252]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10739,0
211847,"[4763, 15655, 74477, 44170, 179371, 208354, 26202, 197307, 208325, 20934]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",174582,0
123883,"[44346, 40835, 49374, 7713, 169106, 209484, 22009, 31871, 86381, 48413]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",20051,0
250298,"[10084, 39168, 8290]","[1, 0, 1]",65049,0
129932,"[170843, 703, 1779, 170837]","[1, 0, 0, 1]",23453,0
210945,"[41758, 82374, 207583, 8838, 26, 162453, 207589, 207591, 36276, 69767]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",159321,1
34539,"[9366, 66236, 10177, 231, 20076, 2536, 66238, 66237, 51965, 5968]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1922,1
122440,"[2305, 106906, 7499, 22028, 36083, 242337, 4984, 125400, 3727, 242367]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",522,1
164480,"[8582, 7429, 19759, 4516, 161448, 1774, 6804, 3199, 38, 12923]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",90838,0
174977,"[199620, 15962, 8061, 881]","[0, 0, 1, 0]",199623,0
166891,"[9988, 38738, 7011, 6360, 9407, 2601, 4892, 3022, 25977, 15743]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 1]",122391,1
234879,"[8370, 27495, 3251, 31978, 59612, 59608, 28, 17418, 141283, 31448]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",27486,0
204978,"[5070, 4114, 90, 38096, 99647, 33631, 9889]","[1, 1, 1, 0, 1, 1, 0]",9785,1
225379,"[877, 30610, 202424, 7681, 11103, 1928, 92498, 106906, 202420, 202416]","[1, 1, 0, 0, 1, 0, 0, 1, 1, 1]",92473,0
184532,"[13524, 61069, 30306, 14841, 25608, 62550, 169326, 169279, 111513, 5544]","[0, 0, 1, 1, 1, 0, 0, 1, 1, 1]",34936,1
252642,"[150913, 144912, 72869, 128866, 81597, 50736, 85486, 208262, 62450, 208167]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",210155,0
276688,"[17902, 49176, 69527, 28087, 69509, 17978, 69519, 69522, 69494, 69534]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",69512,1
49635,"[707, 238, 1051, 38028, 18808, 72864, 63570, 69783, 1429, 2079]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",18526,0
277203,"[246990, 246994, 35729, 31466, 180031, 36224, 3776, 80990, 46882, 246993]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",93222,1
103213,"[233957, 233958, 5485, 4487, 51599, 119108]","[0, 0, 0, 0, 0, 0]",170666,0
126298,"[79725, 59327, 4279, 408, 22920, 48969]","[1, 1, 1, 1, 1, 1]",21323,1
174081,"[169656, 197299, 139002, 197286, 197310, 50195, 197304, 106762, 197292, 15850]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1]",79431,0
12112,"[1352, 7877, 12892, 4479, 12894, 8926, 4430, 706, 6787, 12890]","[1, 0, 0, 0, 1, 0, 0, 1, 1, 1]",12898,0
110040,"[6582, 40892, 13093, 183422, 84864, 12231, 183396, 20112, 28618, 114451]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",2920,0
57725,"[37306, 109813, 19923, 109816, 80315, 59448, 78152, 89507, 109825, 109822]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",13493,0
254084,"[237974, 237975, 237973, 165088, 74162, 91749]","[0, 0, 1, 1, 0, 0]",10859,0
5091,"[5624, 1827, 5622, 522, 5625]","[1, 1, 0, 1, 0]",5623,1
92258,"[121017, 2882, 121019, 119490]","[0, 0, 0, 0]",121016,1
18702,"[13702, 8352, 422, 1011, 7529, 6202]","[0, 1, 0, 1, 0, 0]",2034,0
162095,"[111161, 6662, 13768, 15487]","[1, 1, 1, 1]",59794,1
121070,"[22645, 183793, 3663, 140804, 233855, 140805, 213433]","[0, 1, 1, 1, 0, 1, 0]",26,0
46984,"[91573, 19925, 1684, 91572]","[0, 0, 0, 1]",17673,1
248492,"[3017, 55669, 401, 4269, 20112, 6310, 5654, 230436, 51229, 18718]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3020,1
777,"[1068, 1069, 1066, 1067]","[1, 0, 1, 0]",1065,0
205554,"[1024, 5430, 18920, 3930, 25248, 2864, 12137, 3354, 1813, 20591]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",79035,1
146932,"[5175, 19588, 194954, 15743, 706, 8792, 236113, 35062, 74878, 84821]","[0, 1, 0, 0, 0, 0, 1, 1, 1, 1]",39477,0
52359,"[101513, 101512, 4479]","[1, 1, 1]",101511,1
66953,"[13465, 212, 2910, 779, 1859, 19163, 2379, 6040, 11453, 7187]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",135191,1
162957,"[185954, 1337, 977, 2734, 236, 80942, 14924, 14425, 3899]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",23659,0
234342,"[110433, 18873, 37612, 3533]","[0, 0, 0, 0]",37862,0
172834,"[4080, 13782, 3329]","[0, 0, 0]",305,1
97833,"[57673, 130341, 130402, 105437, 130406, 90905, 41038, 69399, 106954, 96790]","[1, 0, 0, 1, 1, 0, 1, 0, 1, 1]",106373,1
96989,"[184845, 7139, 833, 22817, 779, 25381, 670, 356, 72869]","[1, 1, 1, 1, 0, 1, 1, 1, 1]",55062,1
131548,"[30749, 1072, 150422, 40102, 7997, 5979, 81516, 1194]","[1, 0, 0, 0, 1, 1, 1, 0]",33643,1
56791,"[108480, 922, 923]","[1, 0, 1]",21673,0
28647,"[1562, 6859, 1496, 19125, 53596, 18908, 5014]","[0, 1, 0, 0, 1, 1, 0]",1871,1
106397,"[172012, 172015, 19814, 15632, 53375, 165954]","[0, 0, 1, 0, 1, 0]",73392,1
141127,"[225920, 19925, 2766, 3162, 102, 2536, 90138, 26114, 171126, 56101]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",5148,0
146608,"[14089, 21426, 22197, 52519, 25612]","[1, 0, 1, 0, 1]",203436,1
189778,"[89604, 7066, 12396, 4265]","[0, 0, 0, 1]",39355,0
106128,"[26155, 134820, 134815, 24719, 12322, 74715, 26953, 31042]","[0, 0, 0, 1, 1, 1, 1, 0]",103581,1
278202,"[12386, 43174, 3303, 22404, 59235, 21669, 19896, 1484, 2001, 7739]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",218,1
64946,"[10997, 36118, 131774, 15235, 131765, 86250, 10345, 3299, 4949, 6620]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2212,0
93025,"[129964, 14555, 59926, 2143, 173972]","[0, 0, 0, 0, 1]",173971,0
45899,"[4607, 89965, 36332, 89962, 89960, 1822, 89961, 21394, 89959, 12349]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",3508,0
200394,"[121580, 31405, 11318, 41196, 13493, 139744, 4132, 7246, 54629, 139745]","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]",139743,1
240267,"[23583, 85574, 6073, 85643, 7014, 24998, 102, 5720, 222180, 3892]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",408,0
113148,"[144594, 4123, 287, 5088]","[0, 1, 0, 0]",5758,1
254053,"[8841, 26615, 237894, 161253, 8278, 30266, 1862, 52068, 237885, 9294]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",237883,0
187835,"[68450, 7806, 1406, 12088, 1553, 14392, 4265, 3234, 27400, 13179]","[1, 0, 1, 0, 1, 0, 1, 1, 1, 1]",71863,1
48322,"[14868, 93556, 14871, 93555, 93558, 93560, 93563]","[0, 0, 0, 0, 0, 0, 0]",93557,0
276988,"[32430, 1486, 21283, 26574, 9267, 26627]","[1, 1, 0, 1, 0, 1]",47206,1
148695,"[24092, 203233, 191871, 56719, 203245, 15697, 2602, 203247, 786, 203235]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]",50621,0
191968,"[115260, 83419, 115257, 30500, 115242, 3649, 115252, 102924, 102, 115248]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",32405,0
102335,"[411, 75061, 3197, 1680, 20530, 6740, 39109, 75864, 51366, 7751]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]",2918,0
273121,"[50806, 714, 6085, 156]","[1, 0, 1, 1]",15163,1
256892,"[95220, 50099, 26206, 58774, 31810, 204149, 2256, 14719, 106408]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",115434,1
28534,"[52760, 52764, 9510, 4622, 52759, 52761]","[0, 0, 0, 0, 0, 0]",52762,0
47987,"[7391, 92953, 92956, 29904, 2442, 60213, 36049, 9459, 52528, 92960]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0]",92955,1
236057,"[217892, 215359, 217888, 6842]","[0, 1, 1, 1]",217889,1
109340,"[137398, 57801, 45397]","[0, 0, 1]",137400,0
37538,"[73563, 61481, 405, 11415, 12953, 10439, 9771, 73551, 11099, 2427]","[1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",34238,0
271342,"[81653, 81652, 23717]","[0, 1, 1]",72931,0
123276,"[166166, 166170, 74600]","[0, 0, 0]",166161,1
173190,"[120656, 955, 1029, 18958, 698, 70751, 26, 31609, 4036, 19418]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",124663,1
185233,"[96320, 41416, 2639, 192265, 192844, 3046, 1337, 19148, 43265, 194783]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",788,1
192835,"[78567, 17488, 8245, 5283]","[1, 1, 1, 1]",10578,1
174506,"[8807, 39, 592]","[0, 1, 1]",4971,1
79716,"[153171, 22724, 98538]","[1, 1, 0]",153169,1
55490,"[105373, 7830, 3353, 50992, 69254, 105315, 105353, 105317, 90906, 59849]","[1, 0, 1, 1, 1, 0, 1, 1, 1, 1]",4131,1
48970,"[6077, 9724, 11529, 18575, 34714, 4382, 9514, 23715, 11319, 12158]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26600,1
117593,"[34783, 229488, 16565, 1387, 12475, 22578, 23510, 11883, 16365, 44409]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",126945,0
262974,"[83713, 64054, 55592, 71576, 44034, 4463, 10005, 78741, 71809, 83718]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",38105,0
60977,"[26404, 780, 25138, 9525, 13881, 113469, 26891, 2434, 48912, 2274]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",113480,0
263923,"[85763, 41764, 38086, 8610]","[0, 1, 1, 1]",74703,0
265403,"[87983, 87995, 88013, 87976, 3066, 88000, 15994, 88015, 73639, 87989]","[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",4019,0
103190,"[83039, 305, 107, 11053]","[1, 0, 0, 1]",786,0
42274,"[6763, 15076, 83970, 1680, 611, 759, 30774, 19353, 78617, 83973]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",64188,1
42439,"[43986, 10104, 35700, 6647, 2274, 26897, 25158, 64289, 50247, 12132]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",84447,1
51793,"[99163, 22581, 64059, 22539]","[0, 1, 1, 1]",99161,1
171007,"[17244, 125816, 6007, 19926, 50340, 6789, 21295, 24932, 57369, 26]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",17211,0
198612,"[29566, 36145, 85196, 132937, 132933, 132938, 132935]","[1, 0, 1, 0, 1, 0, 0]",20566,1
44924,"[88763, 88765, 1507, 3354, 28037, 88764]","[0, 0, 0, 0, 1, 1]",1571,0
169457,"[23720, 9291, 4155, 4057]","[1, 1, 0, 0]",5604,0
195770,"[707, 127168, 19576, 21196, 127175, 5759, 127174, 1373, 127172, 26]","[1, 0, 1, 0, 1, 0, 1, 0, 1, 1]",608,0
72990,"[28495, 184892, 14025, 1373, 8122, 3459, 2433, 10077, 19664, 127717]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4320,0
200300,"[139712, 139713, 4449, 37, 63550, 77723]","[1, 0, 1, 1, 1, 0]",25930,1
169964,"[7786, 8029, 78346, 2937, 74, 2639, 5430, 28071]","[0, 0, 0, 1, 0, 0, 0, 0]",68104,0
247674,"[229107, 1322, 5960, 26]","[0, 1, 1, 1]",12354,0
257472,"[338, 3266, 132939]","[1, 1, 0]",37150,1
128233,"[82567, 9918, 7206, 57513, 19212, 49325, 107, 6773, 26538, 28146]","[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",93539,0
233143,"[266095, 94945, 11673, 27953, 28618, 87638, 3847, 915, 40857]","[1, 0, 1, 1, 1, 1, 1, 1, 1]",73290,1
262998,"[84368, 83847, 12224, 84145, 84340, 84213, 73577, 83831, 84134, 83855]","[1, 1, 1, 0, 0, 0, 1, 0, 1, 0]",83991,1
90286,"[105116, 167550, 62398, 28687, 28809, 167561, 162183, 147888, 26, 167529]","[1, 0, 0, 1, 0, 0, 1, 1, 1, 1]",51357,0
172542,"[87471, 10305, 5654]","[0, 1, 1]",27039,1
272073,"[101087, 26, 101085, 101089, 222, 101092, 36581, 37150]","[1, 0, 0, 1, 0, 0, 0, 0]",101088,1
17453,"[33644, 2408, 20839, 953, 10179]","[1, 0, 0, 1, 1]",33643,1
74651,"[166861, 92814, 151955, 15015, 190717]","[0, 1, 0, 1, 0]",166163,0
25287,"[44916, 24671, 1209]","[0, 1, 1]",44917,1
124207,"[210459, 5430, 555, 2379, 1854, 10503]","[1, 1, 1, 0, 0, 1]",2880,1
80375,"[3299, 28, 2998, 45474]","[1, 1, 1, 0]",1351,0
115973,"[226118, 645, 1922, 980, 12149, 226113, 6867, 4101, 80477]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",226116,0
228073,"[6997, 150884, 153579, 39583, 14805, 2043, 131144, 1454, 103282, 1025]","[1, 1, 1, 0, 1, 0, 0, 0, 0, 1]",6368,0
86202,"[191915, 18513, 707, 11611, 2816, 6401, 215964, 1737, 4005, 117885]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",45401,0
144021,"[205198, 59403, 56263, 104785, 218376]","[0, 1, 1, 1, 1]",232806,1
83252,"[55597, 36532, 2948, 9381, 78972, 408, 3547, 53153, 5977, 37]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",38932,1
154627,"[5310, 669, 1102, 1802, 3222]","[1, 1, 1, 1, 0]",90732,1
179734,"[5070, 16644, 6082, 178938, 16670, 4665, 82060, 78326, 34232, 5432]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",706,1
124079,"[1869, 160287, 53703, 45630, 62626, 62550, 2226, 99037, 102847, 160380]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",160293,0
108261,"[8841, 15359, 8453, 673, 19993, 17142, 1679, 674, 46247, 19451]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",119180,0
217571,"[235244, 235224, 235222, 235251, 235233, 235254, 235228, 59843, 27289, 235232]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",235247,0
77860,"[57898, 4155, 766, 1485, 748, 2779, 20591, 3040, 48933, 11704]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1506,0
276634,"[69418, 69413, 69415, 409, 69416, 69417]","[1, 1, 0, 1, 1, 1]",69414,1
55014,"[104790, 10082, 22878, 18851]","[1, 1, 0, 0]",39812,1
276048,"[69109, 69108, 69110]","[0, 0, 0]",69107,0
124325,"[48173, 13005, 160761, 2525, 31766]","[0, 1, 0, 0, 1]",160768,0
125583,"[212183, 30045, 14666, 45801, 29861, 212181, 8688, 2848, 198715]","[1, 0, 0, 0, 0, 1, 1, 0, 0]",189342,1
205059,"[143799, 5720, 16852, 8637, 2268, 143802, 1802, 953, 143801]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",143800,0
153818,"[15249, 1102, 3629, 22657, 23298, 7508, 8981, 90, 7974, 7223]","[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]",153664,1
208095,"[6985, 7628, 246712, 246714, 22411, 30796, 2226, 66352, 77562, 5977]","[1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",246713,1
136916,"[4812, 17268, 4748, 368, 10725, 4546, 10928, 2784, 522, 17900]","[1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",10345,1
259234,"[3213, 223871, 89916, 141848, 57648, 118311, 29646, 44120, 1793, 555]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",305,0
181233,"[151889, 157388, 142757, 157395, 157385, 157392, 157398]","[0, 0, 0, 0, 0, 0, 0]",4384,0
105652,"[169907, 104507, 23769]","[1, 0, 0]",54063,0
142600,"[2064, 6544, 19120, 6263, 33386, 4438, 8649, 1406, 26, 19435]","[1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",79817,1
